Brand,Current Price,Original Price,Discount Percentage,Rating,Number OF Ratings,Model Name,Dial Shape,Strap Color,Strap Material,Touchscreen,Battery Life (Days),Bluetooth,Display Size,Weight
boat,3999.0,6990.0,42.78969957,4.2,628.0,"Wave Ultima with 1.8 inch Curve Arc HD Display, Bluetooth Calling with BT v5.3",Rectangle,Red,Silicon,1,22.0,1,1.8,20 - 35 g
boat,2799.0,5990.0,53.2721202,3.9,2406.0,"Wave Select with 1.69"" HD Display, upto 10 Days Battery, HR & SpO2 Monitoring",Square,Green,Silicon,1,22.0,1,1.6,20 - 35 g
boat,1999.0,6990.0,71.40200286,3.9,12026.0,"Watch Mercury 1.54"" TFTDisplay",Rectangle,Blue,Silicon,1,22.0,1,1.5,20 - 35 g
boat,3999.0,7999.0,50.006250781347674,5.0,996.0,"Wave Beat Call with BT Calling, 1.69 HD Display & 600+ Watch Face",Rectangle,Black,Silicon,1,22.0,1,1.7,20 - 35 g
boat,2299.0,6990.0,67.11015737,3.9,16676.0,"Vertex 1.69"" HealthEcosystem",Square,Black,Silicon,1,22.0,1,1.7,20 - 35 g
boat,2999.0,7990.0,62.46558198,3.8,11340.0,Xplorer,Square,Black,Silicon,1,22.0,1,1.3,20 - 35 g
honor,8999.0,14999.0,40.00266684,4.4,14613.0,Magic Watch 2 (46mm),Circle,Black,Fluoroelastomer,1,8.0,1,1.4,20 - 35 g
honor,12999.0,18999.0,31.58060951,4.2,84.0,Watch GS 3,Circle,Blue,Leather,1,8.0,1,1.4,20 - 35 g
honor,13999.0,15999.0,12.5007813,4.4,14613.0,Magic Watch 2 (46 mm),Circle,Brown,Leather,1,8.0,1,1.8,20 - 35 g
honor,17999.0,20999.0,14.28639459,4.4,1111.0,Watch GS Pro,Circle,Blue,Nylon,1,17.5,1,1.4,20 - 35 g
honor,4999.0,10999.0,54.55041367,4.3,2241.0,Watch ES,Rectangle,Pink,Silicon,1,22.0,1,1.6,<= 20 g
honor,9047.0,17999.0,49.73609645,4.3,1779.0,Magic SmartWatch,Circle,Brown,Leather,1,22.0,1,1.2,20 - 35 g
honor,7999.0,17333.0,53.8510356,4.3,1779.0,Watch Magic,Circle,Black,Silicon,1,22.0,1,1.2,20 - 35 g
honor,10999.0,13999.0,21.43010215,4.4,14613.0,Magic Watch 2 (42 mm),Circle,Black,Fluoroelastomer,1,22.0,1,1.7,<= 20 g
samsung,12990.0,29999.0,56.69855662,4.4,35511.0,"Watch 4, 44mmSuper AMOLED bluetooth calling function & body composition tracking",Circle,Black,Rubber,1,3.5,1,1.4,<= 20 g
samsung,27999.0,29999.0,6.666888896,4.3,435.0,Watch 5 40mmSuper AMOLED displayBluetooth calling & body composition tracking,Circle,Graphite,Rubber,1,3.5,1,1.2,<= 20 g
samsung,35999.0,39999.0,10.00025001,4.3,435.0,Watch 5 44mmSuper AMOLED displayLTE calling & body composition tracking,Circle,Graphite,Rubber,1,3.5,1,1.4,<= 20 g
samsung,22749.0,37999.0,40.13263507,4.2,567.0,Galaxy Watch4 Classic Bluetooth (4.6cm),Circle,Black,Fluoroelastomer,1,3.5,1,1.4,75g +
samsung,32999.0,35999.0,8.333564821,4.3,435.0,Watch 5 40mmSuper AMOLED display LTE calling & body composition tracking,Circle,Graphite,Rubber,1,3.5,1,1.2,<= 20 g
samsung,44999.0,48999.0,8.163431907,4.4,88.0,Watch 5 pro 45mmSuper AMOLED displayBluetooth callingwith advanced GPS tracking,Circle,Black,Rubber,1,3.5,1,1.4,20 - 35 g
samsung,34997.0,42999.0,18.60973511,4.2,567.0,Galaxy Watch4 Classic LTE (4.6cm),Circle,Silver,Fluoroelastomer,1,3.5,1,1.4,75g +
samsung,49999.0,54999.0,9.091074383,4.4,88.0,Watch 5 pro45mmSuper AMOLED displayLTE callingwith advanced GPS tracking,Circle,Grey,Rubber,1,3.5,1,1.4,20 - 35 g
samsung,24999.0,26999.0,7.407681766,4.1,91.0,Galaxy Watch4 Bluetooth (4.0cm),Circle,Black,Fluoroelastomer,1,3.5,1,1.5,<= 20 g
samsung,31999.0,34999.0,8.571673476,3.8,40.0,Galaxy Watch4 Classic Bluetooth (4.2cm),Circle,Black,Fluoroelastomer,1,3.5,1,1.2,20 - 35 g
samsung,16999.0,34999.0,51.43004086,4.2,567.0,Galaxy Watch4 LTE (4.4cm),Circle,Black,Fluoroelastomer,1,3.5,1,1.4,<= 20 g
samsung,39490.0,7999.0,-393.6867108388549,4.3,1489.0,Galaxy Watch 3 45 mm LTE,Circle,Black,Leather,1,3.5,1,1.8,20 - 35 g
samsung,17490.0,34999.0,50.02714363,4.2,567.0,Galaxy Watch4 Classic Bluetooth(4.2cm),Circle,Silver,Fluoroelastomer,1,3.5,1,1.2,20 - 35 g
samsung,31999.0,39999.0,20.00050001,4.2,567.0,Galaxy Watch4 Classic LTE (4.2cm),Circle,Black,Fluoroelastomer,1,3.5,1,1.2,20 - 35 g
samsung,28999.0,31999.0,9.375292978,3.8,12.0,Galaxy Watch4 LTE (4.0cm),Circle,Pink,Fluoroelastomer,1,3.5,1,1.2,<= 20 g
samsung,11999.0,30990.0,61.28105841,4.3,1489.0,Galaxy Watch 3 41 mm,Circle,Black,Leather,1,3.5,1,1.6,20 - 35 g
samsung,16999.0,28490.0,40.33345033,4.1,1980.0,Galaxy Watch Active 2 Aluminium LTE,Circle,Grey,Silicon,1,3.5,1,1.4,<= 20 g
samsung,16999.0,31990.0,46.86151922,4.4,23940.0,Galaxy Watch Active 2 Steel,Circle,Black,Leather,1,3.5,1,1.7,20 - 35 g
samsung,16999.0,25990.0,34.59407464,4.4,23940.0,Galaxy Watch Active 2 Aluminium,Circle,Beige,Silicon,1,3.5,1,1.7,<= 20 g
samsung,27490.0,29989.0,8.333055454,4.2,201.0,Galaxy Watch 46 mm LTE,Circle,Black,Silicon,1,3.5,1,1.8,75g +
samsung,19990.0,7999.0,-149.906238279785,4.3,68.0,Galaxy Watch Active,Circle,Blue,Rubber,1,3.5,1,1.1,<= 20 g
samsung,24490.0,28490.0,14.04001404,3.7,153.0,Galaxy Watch 42 mm LTE,Circle,Beige,Silicon,1,3.5,1,1.7,20 - 35 g
samsung,30990.0,34490.0,10.14786895,4.1,1980.0,Galaxy Watch Active 2 Steel LTE,Circle,Brown,Silicon,1,17.5,1,1.4,20 - 35 g
samsung,29990.0,30990.0,3.22684737,4.3,1489.0,Galaxy Watch 3 41 mm LTE,Circle,Pink,Leather,1,3.5,1,1.6,20 - 35 g
samsung,16990.0,33999.0,50.027942,4.5,12211.0,Galaxy Watch 46 mm,Circle,Black,Rubber,1,3.5,1,1.8,75g +
fitbit,11699.0,14999.0,22.00146676,4.3,3999.0,Versa 2,Square,Black,Silicon,1,3.5,1,1.3,20 - 35 g
fitbit,14999.0,7999.0,-87.51093886735842,4.7,996.0,Charge 5,Rectangle,Black,Silicon,1,22.0,1,1.0,<= 20 g
fitbit,14999.0,7999.0,-87.51093886735842,4.7,5.0,fitbit charge 5 blue,Rectangle,Blue,Silicon,1,3.5,0,1.3,20 - 35 g
fitbit,14999.0,7999.0,-87.51093886735842,4.7,6.0,fitbit charge 5 black,Rectangle,Black,Silicon,1,3.5,0,0.2,20 - 35 g
fitbit,20499.0,7999.0,-156.26953369171147,4.7,114.0,Fitbit Versa 4 Fitness Watch (Pink Sand / Copper Rose Aluminium) 6Membership,Curved,Pink,Silicon,1,3.5,1,0.2,20 - 35 g
fitbit,8999.0,7999.0,-12.501562695336919,4.7,996.0,Inspire 3,Rectangle,Morning Glow,Silicon,1,22.0,1,0.6,20 - 35 g
fitbit,8999.0,7999.0,-12.501562695336919,4.7,996.0,FitbitInspire 3 Health & Fitness Tracker (Lilac Bliss / Black,Rectangle,Passion Pink,Rubber,1,3.5,0,0.2,20 - 35 g
fitbit,17699.0,18999.0,6.842465393,4.3,455.0,Versa 3,Curved,Black,Rubber,1,17.5,1,1.5,20 - 35 g
fitbit,20499.0,7999.0,-156.26953369171147,4.7,114.0,Versa 4,Square,Beet Juice,Silicon,1,17.5,1,1.5,20 - 35 g
fitbit,20999.0,22999.0,8.696030262,4.2,547.0,Sense,Curved,Black,Rubber,1,17.5,1,1.6,<= 20 g
fitbit,8999.0,23499.0,61.70475339,4.1,4475.0,Versa Special Edition,Square,Charcoal,Fabric,1,3.5,1,1.3,20 - 35 g
fitbit,26499.0,7999.0,-231.278909863733,4.1,367.0,Ionic,Square,Grey,Rubber,1,17.5,1,1.3,20 - 35 g
fitbit,19999.0,7999.0,-150.018752344043,4.2,1583.0,Blaze,Contemporary,Black,Rubber,1,3.5,1,1.3,20 - 35 g
fitbit,24990.0,7999.0,-212.41405175646958,3.9,188.0,Surge,Square,Blue,Rubber,1,22.0,1,1.3,20 - 35 g
fitbit,16999.0,7999.0,-112.51406425803225,4.2,426.0,Versa Lite Edition,Square,Purple,Silicon,1,3.5,1,1.0,20 - 35 g
fitbit,3999.0,7999.0,50.006250781347674,4.1,996.0,Unknown,Unknown,Unknown,Unknown,1,14.077392344497609,1,1.5,20 - 35 g
fitbit,20590.0,21499.0,4.228103633,4.1,4475.0,Versa,Square,Black,Silicon,1,3.5,1,1.3,20 - 35 g
fitbit,24999.0,7999.0,-212.5265658207276,4.7,996.0,Sense 2,Square,White Platinum,Silicon,1,17.5,1,1.5,20 - 35 g
fitbit,15499.0,23999.0,35.41814242,4.5,92.0,Versa 2 Special Edition,Square,Multicolor,Fabric,1,17.5,1,1.5,20 - 35 g
fitbit,20499.0,7999.0,-156.26953369171147,4.7,996.0,Fitbit Versa 4 Fitness Watch (Black / Graphite Aluminium)6-Month Membership,Curved,Black,Rubber,1,3.5,1,0.2,20 - 35 g
fitbit,20499.0,7999.0,-156.26953369171147,4.7,996.0,Fitbit Versa 4 Fitness Watch (Waterfall Blue / Platinum Aluminium) Membership,Curved,Blue,Rubber,1,22.0,1,0.2,20 - 35 g
amazfit,3999.0,5999.0,33.33888981,4.2,3130.0,"Pop 2 with Ultra-large 1.78 inch HD AMOLED Display, BT Calling, SpO2",Square,Pink,Silicon,1,22.0,1,1.8,75g +
amazfit,7499.0,16999.0,55.88564033,4.3,11520.0,GTR 2 (New version)1.39HD AMOLEDBluetooth callingupto 10 days battery life,Circle,Grey,Silicon,1,8.0,1,1.4,<= 20 g
amazfit,4499.0,5999.0,25.00416736,4.1,333.0,Bip 3 Pro with 1.69 inch Large Color Display Built-in GPS,Square,Beige,Silicon,1,8.0,1,1.7,<= 20 g
amazfit,9999.0,17999.0,44.44691372,4.5,5265.0,T rex Pro 1.3HD AMOLED with advanced GPS & 10ATM water resistance,Circle,Black,Silicon,1,12.5,1,1.3,75g +
amazfit,16999.0,23999.0,29.167882,4.3,575.0,GTR 4 1.43AMOLED display Bluetooth calling & 6 satellite GPS positioning system,Circle,Black,Silicon,1,8.0,1,1.4,<= 20 g
amazfit,4999.0,6999.0,28.57551079,4.1,4694.0,Bip U pro 1.43 HD display GLONASS GPS & AI assistant,Rectangle,Pink,Silicon,1,22.0,1,1.4,<= 20 g
amazfit,13999.0,18999.0,26.31717459,4.1,306.0,"GTS 3 1,75 HD AMOLED with advanced GPS and 150+ sports modes",Square,Misty Rose,Silicon,1,8.0,1,1.8,20 - 35 g
amazfit,13999.0,18999.0,26.31717459,4.1,918.0,GTR 3 1.3 HD AMOLED with Always on Display and powerful Zepp OS,Circle,Grey,Silicon,1,17.5,1,1.4,20 - 35 g
amazfit,18999.0,25999.0,26.92411247,4.2,115.0,GTR 3 Pro,Circle,Brown,Silicon,1,8.0,1,1.4,20 - 35 g
amazfit,6999.0,9999.0,30.0030003,3.7,81.0,"GTS2 Mini with 1.55"" AMOLED Display Built-in Alexa",Rectangle,Black,Silicon,1,8.0,1,1.6,20 - 35 g
amazfit,8999.0,13999.0,35.71683692,4.3,578.0,GTR 2e,Circle,Black,Silicon,1,17.5,1,1.4,<= 20 g
amazfit,19999.0,23999.0,16.66736114,4.3,996.0,GTS 4 Alexa Built-in Fitness Tracker Calling 1.75'' HD Display SpO2 Waterproof,Rectangle,White,Silicon,1,8.0,1,1.8,20 - 35 g
amazfit,2999.0,5999.0,50.00833472,3.8,15.0,Bip U,Square,Black,Silicon,1,22.0,1,1.4,<= 20 g
amazfit,7200.0,14999.0,51.99679979,4.0,6.0,Bip Lite,Square,Black,Silicon,1,3.5,1,3.0,20 - 35 g
garmin,139990.0,7999.0,-1650.093761720215,4.7,6022.0,"Fenix 7X Sapphire Solar, Up to 28 days/37 days with solar*, Built in Flashlight",Circle,Silver,Stainless Steel,1,17.5,1,0.1,20 - 35 g
garmin,16990.0,20990.0,19.05669366,4.4,90.0,"Venu Sq, Smartwatch, Advanced Sleep Monitoring, Upto 6 Days of Battery, SPO2",Square,Grey,Silicon,1,17.5,1,1.3,20 - 35 g
garmin,39490.0,7999.0,-393.6867108388549,5.0,6.0,"Forerunner 255, GPS Running Smartwatch, Advanced Insights, HRV Status",Circle,Grey,Silicon,0,8.0,1,1.3,20 - 35 g
garmin,33490.0,7999.0,-318.67733466683336,4.7,996.0,"Venu Sq 2 Music, AMOLED, Mindful Breathing, Upto 11 Days Battery",Square,Black,Silicon,1,17.5,1,1.4,20 - 35 g
garmin,24990.0,36490.0,31.51548369,4.4,43.0,"Forerunner 245 Music, GPS Running Smartwatch, Advanced Running Dynamics",Circle,Red,Silicon,0,22.0,1,1.2,20 - 35 g
garmin,34990.0,51990.0,32.69859588,4.3,6.0,"Forerunner 745, GPS Multisport Watch, Training Stats, Advanced Running Dynamics",Circle,Red,Silicon,0,22.0,1,1.2,20 - 35 g
garmin,39490.0,41990.0,5.953798523,4.8,6.0,"Venu 2, GPS Smartwatch, AMOLED Display, Upto 11 Days Battery, SPO2 & Music",Circle,Blue,Silicon,1,17.5,1,1.5,20 - 35 g
garmin,89490.0,93990.0,4.787743377,4.7,996.0,"Fenix 7 Solar Multisport Watch, PacePro Technology, ClimbPro, Stamina Tracking",Circle,Black,Silicon,1,12.5,1,0.1,20 - 35 g
garmin,67490.0,7999.0,-743.7304663082886,4.7,996.0,"Forerunner 955 Solar charging upto 20 days, HRV & Stamina Status, Triathlon",Circle,White,Silicon,0,8.0,1,1.3,75g +
garmin,20990.0,7999.0,-162.4078009751219,4.2,61.0,"Forerunner 55, GPS Smartwatch, upto 2 Weeks of Battery Life, PacePro Technology",Circle,Blue,Silicon,0,22.0,1,1.0,20 - 35 g
garmin,98990.0,7999.0,-1137.5296912114015,4.7,6022.0,"Epix Gen 2, Sapphire, Up to 16 days Battery, AMOLED Display, Real Time Stamina",Circle,Black,Silicon,1,17.5,1,0.1,20 - 35 g
garmin,49990.0,51990.0,3.846893633,4.7,996.0,Approach S62,Circle,Black,Silicon,1,8.0,1,1.3,75g +
garmin,44990.0,50490.0,10.89324619,4.0,6.0,"Instinct 2 Solar, Rugged Outdoor SmartWatch, Multi GNSS, Tracback Routing",Circle,Blue,Silicon,0,17.5,1,0.9,20 - 35 g
garmin,22990.0,31490.0,26.99269609,4.1,20.0,"Instinct Esports Edition, Broadcast stress level & HR to PC gaming streams*",Circle,Black,Silicon,0,8.0,1,0.9,20 - 35 g
garmin,33490.0,36990.0,9.462016761,4.6,5.0,"Instinct 2, Battery Upto 28 days, Tracback Routing, Multi GNSS, Health Snapshot",Circle,Black,Silicon,0,17.5,1,0.9,20 - 35 g
garmin,39490.0,44990.0,12.22493888,4.7,109.0,"Venu 2S, GPS Smartwatch, AMOLED Display, Upto 11 Days Battery, SPO2 & Music",Circle,White,Silicon,1,22.0,1,1.5,20 - 35 g
garmin,27990.0,7999.0,-249.9187398424803,5.0,3.0,"Venu Sq 2, AMOLED, Mindful Breathing, Upto 11 Days of Battery",Square,Grey,Rubber,1,17.5,1,1.4,20 - 35 g
garmin,20490.0,7999.0,-156.15701962745342,5.0,3.0,Vivomove Sports,Circle,Brown,Silicon,0,3.5,1,1.5,20 - 35 g
garmin,89490.0,89990.0,0.555617291,4.7,6022.0,"Epix Gen 2, Up to 16 days Battery, AMOLED Display, Real Time Stamina",Circle,Grey,Silicon,1,17.5,1,0.1,20 - 35 g
garmin,46990.0,7999.0,-487.44843105388173,4.5,8.0,"Venu 2 Plus, AMOLED Display, Built in Speaker & MIC, Upto 9 Days Battery, SPO2",Circle,White,Silicon,1,3.5,1,1.3,75g +
garmin,44990.0,46990.0,4.256224729,4.0,6.0,"Instinct 2 Solar, Battery Up to 28 days/Unlimited with solar*, Tracback Routing",Circle,Black,Silicon,0,17.5,1,0.9,20 - 35 g
garmin,46990.0,62490.0,24.80396863,4.1,10.0,"Forerunner 945, Premium GPS Running/Triathlon Smartwatch with Music",Circle,Black,Silicon,0,8.0,1,1.9,20 - 35 g
garmin,33490.0,39490.0,15.19371993,4.7,109.0,"Instinct 2S, Battery Upto 21 days, Health Snapshot, SPO2, HIIT workout, VO2 Max",Circle,Red,Silicon,0,17.5,0,0.8,20 - 35 g
garmin,20990.0,25990.0,19.23816853,3.4,7.0,"Venu Sq Music, Smartwatch, Advanced Sleep Monitoring, Upto 6 Days Battery, SPO2",Square,Blue,Silicon,1,17.5,1,1.3,20 - 35 g
garmin,64990.0,82990.0,21.68936016,4.7,996.0,"Fenix 6S Sapphire, Premium GPS Watch, Music, Pace Guidance and Pulse Ox Sensors",Circle,Black,Silicon,1,22.0,1,1.2,75g +
garmin,44990.0,50490.0,10.89324619,4.7,996.0,"Instinct 2S Solar, Battery Upto 21 days/51 days with solar*, SPO2, HIIT workout",Circle,Green,Silicon,0,17.5,1,0.8,20 - 35 g
garmin,76990.0,96390.0,20.12656915,4.7,7.0,"Fenix 6 Sapphire Carbon Gray DLC, Wrist-Based Heart Rate and Pulse OX, Sensors",Circle,Silver,Silicon,1,17.5,1,1.3,20 - 35 g
garmin,67490.0,67990.0,0.735402265,4.7,6022.0,"Fenix 7 Multisport GPS Watch, Upto 18 Days Battery, Climbpro, Stamina, HRV",Circle,Grey,Silicon,1,12.5,1,0.1,20 - 35 g
garmin,39490.0,44990.0,12.22493888,4.7,109.0,"Instinct 2, Rugged Outdoor Watch with GPS, Built for All Elements, Multi-GNSS",Circle,Grey,Silicon,0,17.5,1,0.9,20 - 35 g
garmin,50490.0,55990.0,9.823182711,4.7,109.0,"Instinct 2 Solar, Tactical Rugged SmartWatch, Multi GNSS, Tracback Routing",Circle,Brown,Silicon,0,17.5,1,0.9,20 - 35 g
garmin,27990.0,39990.0,30.00750188,3.7,10.0,"Venu, GPS Smartwatch with Music, Body Energy Monitoring, Animated Workouts",Circle,Blue,Silicon,1,3.5,1,1.2,20 - 35 g
huawei,18990.0,29990.0,36.67889296,4.3,189.0,GT 2 Pro,Circle,Black,Fluoroelastomer,1,8.0,1,1.4,75g +
huawei,14990.0,20990.0,28.5850405,4.5,3228.0,Watch GT 2 (46 mm),Circle,Black,Fluoroelastomer,1,8.0,1,1.8,20 - 35 g
huawei,15990.0,20990.0,23.82086708,4.4,399.0,Watch GT Active,Circle,Orange,Silicon,1,8.0,1,1.8,20 - 35 g
huawei,14990.0,19990.0,25.01250625,4.7,996.0,Watch GT 2 (42 mm),Circle,Black,Fluoroelastomer,1,22.0,1,1.7,<= 20 g
huawei,29999.0,7999.0,-275.0343792974122,3.8,5.0,Watch 2 Sport with 4G,Circle,Black,Silicon,1,17.5,1,1.2,20 - 35 g
huawei,25999.0,7999.0,-225.0281285160645,3.9,21.0,Watch 2 Leather,Circle,Black,Leather,1,17.5,1,1.2,20 - 35 g
huawei,6999.0,9999.0,30.0030003,3.3,20.0,Fit,Circle,Orange,Silicon,1,17.5,1,1.2,20 - 35 g
huawei,10990.0,20990.0,47.64173416,4.5,203.0,Watch GT Sport,Circle,Black,Silicon,1,8.0,1,1.8,75g +
huawei,10990.0,21990.0,50.02273761,4.5,93.0,Watch GT Classic,Circle,Brown,Leather,1,8.0,1,1.8,75g +
huawei,8990.0,19990.0,55.02751376,4.3,1269.0,Watch GT 2e Sport,Circle,Red,Thermo Plastic Polyurethene,1,8.0,1,1.4,20 - 35 g
huawei,11990.0,19990.0,40.02001001,4.3,1269.0,Watch GT 2e Active,Circle,Green,Thermo Plastic Polyurethene,1,8.0,1,1.4,20 - 35 g
huawei,6990.0,14990.0,53.36891261,4.3,119.0,Watch Fit,Rectangle,Pink,Silicon,1,22.0,1,1.5,<= 20 g
fossil,23995.0,7999.0,-199.97499687460933,4.2,343.0,Gen 6,Circle,Purple,Silicon,1,17.5,1,1.3,20 - 35 g
fossil,18495.0,7999.0,-131.21640205025628,3.8,172.0,Gen 5E,Circle,Black,Stainless Steel,1,22.0,1,1.7,20 - 35 g
fossil,15289.0,22995.0,33.51163296,4.0,470.0,Garrett HR,Circle,Silver,Stainless Steel,1,17.5,1,1.3,20 - 35 g
fossil,17995.0,7999.0,-124.96562070258783,3.9,46.0,Sport Smartwatch,Circle,Multicolor,Silicon,1,17.5,1,1.2,20 - 35 g
fossil,19999.0,21995.0,9.074789725,3.8,53.0,Q Venture,Circle,Silver,Stainless Steel,1,22.0,1,1.7,20 - 35 g
fossil,9995.0,14995.0,33.34444815,3.9,57.0,Fb-01 Hybrid Smartwatch Hr,Circle,Black,Silicon,0,22.0,1,1.1,20 - 35 g
fossil,14995.0,22995.0,34.79017178,4.0,4483.0,The Carlyle HR,Circle,Grey,Stainless Steel,1,17.5,1,1.3,20 - 35 g
fossil,13195.0,21995.0,40.00909298,3.9,510.0,4th Gen Venture HR,Circle,Gold,Stainless Steel,1,22.0,1,1.6,20 - 35 g
fossil,9995.0,17995.0,44.45679355,4.0,1532.0,Sport 43,Circle,Blue,Silicon,1,3.5,1,1.2,20 - 35 g
fossil,9198.0,22995.0,60.0,4.3,283.0,Julianna HR,Circle,Beige,Leather,1,17.5,1,1.3,20 - 35 g
fossil,13495.0,7999.0,-68.70858857357169,4.7,996.0,Jacqueline,Circle,Black,Stainless Steel,0,17.5,1,1.3,20 - 35 g
fossil,17995.0,7999.0,-124.96562070258783,4.0,599.0,Sport 41,Circle,Blue,Silicon,1,22.0,1,1.2,20 - 35 g
fossil,18995.0,7999.0,-137.46718339792474,4.0,102.0,Wander RG,Circle,Black,Silicon,1,22.0,1,1.5,20 - 35 g
fossil,19995.0,7999.0,-149.96874609326164,3.1,28.0,FTW4003 Smart Watch,Circle,Brown,Leather,1,22.0,1,1.4,20 - 35 g
fossil,19995.0,7999.0,-149.96874609326164,4.4,69.0,Q Explorist,Circle,Black,Leather,1,22.0,1,1.7,20 - 35 g
fossil,11995.0,7999.0,-49.956244530566316,4.3,4.0,Commuter,Circle,Black,Leather,0,17.5,1,1.7,20 - 35 g
fossil,14995.0,7999.0,-87.46093261657707,3.9,41.0,Charter Hybrid HR Smartwatch,Circle,Black,Leather,0,3.5,1,1.2,75g +
fossil,16495.0,7999.0,-106.21327665958245,4.1,123.0,Collider Hybrid HR,Circle,Grey,Stainless Steel,0,3.5,1,1.1,20 - 35 g
fossil,16495.0,7999.0,-106.21327665958245,4.7,996.0,Neutra Hybrid HR,Circle,Silver,Stainless Steel,0,8.0,1,1.1,20 - 35 g
fossil,9995.0,16495.0,39.40588057,3.8,144.0,FB-01 Hybrid HR,Circle,Black,Stainless Steel,1,3.5,1,1.1,20 - 35 g
fossil,13995.0,7999.0,-74.95936992124015,3.8,4.0,FTW1140 Q Hybrid Watch,Circle,Blue,Stainless Steel,0,22.0,1,1.5,20 - 35 g
fossil,13495.0,7999.0,-68.70858857357169,4.4,11.0,Q Jacqueline,Circle,Silver,Stainless Steel,0,17.5,1,1.3,20 - 35 g
fossil,13495.0,7999.0,-68.70858857357169,4.7,3.0,Neely,Circle,Blue,Stainless Steel,0,17.5,1,1.3,20 - 35 g
fossil,10998.0,21995.0,49.99772676,3.9,5182.0,4th Gen Explorist HR,Circle,Black,Silicon,1,22.0,1,1.8,20 - 35 g
dizo,1299.0,5499.0,76.37752319,4.0,1598.0,"Watch D Sharp 1.75"" with High Res (320*390) Display (By realme techLife)",Rectangle,Grey,Silicon,1,8.0,1,1.8,20 - 35 g
dizo,1799.0,4999.0,64.01280256,4.2,34953.0,Watch D 1.8 inch Dynamic display with 550nits brightness,Rectangle,Black,Silicon,1,8.0,1,1.8,75g +
dizo,3299.0,5999.0,45.00750125,4.0,28926.0,Watch R AMOLED with 45 mm Dial Size (by realme techLife),Circle,Black,Silicon,1,22.0,1,1.3,20 - 35 g
dizo,1999.0,5999.0,66.67777963,4.1,561.0,"Watch D2 with 1.91 inch super big display ,BT Calling (by realme TechLife)",Rectangle,Black,Silicon,1,22.0,1,1.9,20 - 35 g
dizo,1699.0,3999.0,57.51437859,4.2,110067.0,Watch 2,Rectangle,Pink,Silicon,1,12.5,1,1.7,75g +
dizo,1199.0,3499.0,65.73306659,4.2,62964.0,"Watch 2 sports (by realme techlife) 1.69"" Bright screen with 110+ sports modes",Square,Blue,Silicon,1,22.0,1,1.7,20 - 35 g
dizo,4499.0,6999.0,35.71938848,4.2,6385.0,"Watch R Talk, Amoled Display with Calling & 10 days battery",Circle,Grey,Silicon,1,22.0,1,1.3,75g +
dizo,3499.0,5999.0,41.67361227,4.2,1785.0,Watch D Talk 1.8 display with calling&7 day battery (by realme Techlife),Rectangle,Grey,Silicon,1,22.0,1,1.8,75g +
dizo,1999.0,3999.0,50.01250313,3.9,3492.0,Watch S 1.57 Bright touch screen with rectangular display and 110+ sports modes,Rectangle,Pink,Silicon,1,22.0,1,1.6,20 - 35 g
dizo,1999.0,4999.0,60.0120024,4.1,717.0,"Watch D Plus with 1.85inch,550nits display&14 day battery",Rectangle,Blue,Silicon,1,8.0,1,1.9,20 - 35 g
dizo,2799.0,3999.0,30.00750188,4.1,7586.0,Watch Pro,Square,Black,Silicon,1,8.0,1,1.8,20 - 35 g
dizo,3299.0,6999.0,52.86469496,3.9,345.0,WATCH D ULTRA 1.78 AMOLED WITH CALLING,Square,Blue,Silicon,1,22.0,1,1.8,20 - 35 g
dizo,3999.0,6999.0,42.86326618,4.1,663.0,"Watch R Talk Go, 1.39 inch, 550nits display, 10 day battery (by realme TechLife)",Circle,Blue,Silicon,1,22.0,1,1.4,20 - 35 g
dizo,2699.0,5999.0,55.00916819,3.3,222.0,"WATCH D PRO WITH CALLING,D1 CHIPSET,OS,1.85 INCH DISPLAY",Square,Grey,Silicon,1,22.0,1,1.9,20 - 35 g
dizo,5999.0,6999.0,14.28775539,4.2,13.0,"R Talk, Amoled Display with Calling & 10 days battery",Circle,Black,Silicon,1,22.0,1,1.3,75g +
dizo,5999.0,6999.0,14.28775539,4.2,13.0,R TALK SMARTWATCH Amoled Display with Calling10 Days Battery(SilverGrey)FreeSize,Circle,Grey,Silicon,1,22.0,1,1.3,75g +
dizo,3999.0,5999.0,33.33888981,4.2,42860.0,D TALK SMART WATCH (SILVER GREY),Rectangle,Grey,Silicon,1,22.0,1,1.8,75g +
dizo,3999.0,5999.0,33.33888981,4.2,42860.0,"D Talk DW 32051 Smart Watch with Up to 7 Day Battery Life, Classic Black",Rectangle,Black,Silicon,1,22.0,1,1.8,75g +
dizo,2499.0,3999.0,37.50937734,3.6,70.0,Watch 2 Sports i,Square,Black,Plastic,1,22.0,1,1.7,20 - 35 g
gizmore,1199.0,4499.0,73.34963325,4.7,996.0,GizFit CLOUD 1.85 IPS Large Display | AI Voice Assistant | Bluetooth Calling,Square,Blue,Silicon,1,22.0,1,1.8,20 - 35 g
gizmore,1799.0,5999.0,70.01166861,4.2,4813.0,"GizFit Ultra BT Calling Smartwatch With 1.69"" HD Display| 60+ Sports Mode",Square,Grey,Silicon,1,3.5,1,0.1,20 - 35 g
gizmore,1299.0,5499.0,76.37752319,3.8,3137.0,GizFit BLAZE BT Calling Smartwatch | 1.69 Inch IPS Curved 500 NITS Display,Square,Black,Silicon,1,3.5,1,0.1,20 - 35 g
